gene;locus_tag;product
NA;NWMN_2244;conserved hypothetical protein
NA;NWMN_2245;3-methyladenine DNA glycosylase
NA;NWMN_2246;sodium/glutamate symporter
idi;NWMN_2247;isopentenyl-diphosphate delta-isomerase
NA;NWMN_2248;CorA-like Mg2+ transporter protein
NA;NWMN_2249;conserved hypothetical protein
NA;NWMN_2250;conserved hypothetical protein
NA;NWMN_2251;esterase-like protein
NA;NWMN_2252;conserved hypothetical protein
NA;NWMN_2253;drug resistance transporter EmrB/QacA subfamily protein
NA;NWMN_2254;conserved hypothetical protein
NA;NWMN_2255;transcriptional regulator TetR family protein
tcaB;NWMN_2256;teicoplanin resistance associated protein B
tcaA;NWMN_2257;teicoplanin resistance associated protein A
tcaR;NWMN_2258;teicoplanin resistance operon transcriptional regulator TcaR
NA;NWMN_2259;conserved hypothetical protein
NA;NWMN_2260;truncated transposase for IS1272
NA;NWMN_2261;ABC transporter ATP-binding protein
NA;NWMN_2262;conserved hypothetical protein
NA;NWMN_2263;DNA-binding response regulator
NA;NWMN_2264;sensor histidine kinase
NA;NWMN_2265;conserved hypothetical protein
NA;NWMN_2266;conserved hypothetical protein
mqo;NWMN_2267;malate:quinone oxidoreductase
NA;NWMN_2268;L-lactate permease 2
NA;NWMN_2269;conserved hypothetical protein
NA;NWMN_2270;conserved hypothetical protein
NA;NWMN_2271;acetyltransferase%2C GNAT family protein
NA;NWMN_2272;zinc-containing alcohol dehydrogenase superfamily protein
NA;NWMN_2273;acetyltransferase%2C GNAT family protein
NA;NWMN_2274;pyridine nucleotide-disulfide oxidoreductase family protein
NA;NWMN_2275;conserved hypothetical protein
NA;NWMN_2276;conserved hypothetical protein
NA;NWMN_2277;transcriptional regulator TetR family protein
NA;NWMN_2278;CorA-like Mg2+ transporter protein
NA;NWMN_2279;PTS system%2C sucrose-specific IIBC component
NA;NWMN_2280;conserved hypothetical protein
NA;NWMN_2281;transcriptional regulator AraC family protein
NA;NWMN_2282;conserved hypothetical protein
NA;NWMN_2283;conserved hypothetical protein
NA;NWMN_2284;proton/sodium-glutamate symporter
NA;NWMN_2285;conserved hypothetical protein
NA;NWMN_2286;MarR family regulatory protein
NA;NWMN_2287;small heat shock protein Hsp20
NA;NWMN_2288;nitrite transport protein
NA;NWMN_2289;conserved hypothetical protein
NA;NWMN_2290;MerR family regulatory protein
NA;NWMN_2291;transcriptional regulator DegU family protein
NA;NWMN_2292;sensor histidine kinase
NA;NWMN_2293;conserved hypothetical protein
narI;NWMN_2294;respiratory nitrate reductase%2C gamma subunit
narJ;NWMN_2295;respiratory nitrate reductase%2C delta subunit
narH;NWMN_2296;nitrate reductase beta chain
narG;NWMN_2297;nitrate reductase%2C alpha subunit
cysG;NWMN_2298;uroporphyrin-III C-methyl transferase
nirD;NWMN_2299;assimilatory nitrite reductase [NAD(P)H]%2C small subunit
nirB;NWMN_2300;assimilatory nitrite reductase [NAD(P)H]%2C large subunit
nirR;NWMN_2301;nitrite reductase transcriptional regulator NirR
NA;NWMN_2302;acetyltransferase%2C GNAT family protein
NA;NWMN_2303;formate/nitrite transporter family protein
NA;NWMN_2304;conserved hypothetical protein
NA;NWMN_2305;conserved hypothetical protein
NA;NWMN_2306;Zn-binding lipoprotein adcA-like protein
NA;NWMN_2307;addiction module toxin Txe/YoeB family protein
dsbA;NWMN_2308;protein-disulfide isomerase
NA;NWMN_2309;conserved hypothetical protein
fmhA;NWMN_2310;methicillin resistance determinant fmhA protein
NA;NWMN_2311;amino acid ABC transporter%2C ATP-binding protein
NA;NWMN_2312;amino acid ABC transporter%2C permease protein
NA;NWMN_2313;amino acid ABC transporter%2C amino acid-binding protein
NA;NWMN_2314;drug resistance transporter EmrB/QacA subfamily protein
gpmA;NWMN_2315;2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
NA;NWMN_2316;cation efflux family protein
sbi;NWMN_2317;immunoglobulin G-binding protein Sbi
hlgA;NWMN_2318;gamma-hemolysin component A
hlgC;NWMN_2319;gamma-hemolysin component C
hlgB;NWMN_2320;gamma hemolysin%2C component B
bioX;NWMN_2321;biotin biosynthesis-related protein
bioW;NWMN_2322;6-carboxyhexanoate-CoA ligase
bioF;NWMN_2323;8-amino-7-oxononanoate synthase
bioB;NWMN_2324;biotin synthase
bioA;NWMN_2325;adenosylmethionine-8-amino-7-oxononanoate aminotransferase
bioD;NWMN_2326;dethiobiotin synthase
NA;NWMN_2327;ABC transporter ATP-binding protein
NA;NWMN_2328;ABC transporter ATP-binding protein
NA;NWMN_2329;conserved hypothetical protein
NA;NWMN_2330;conserved hypothetical protein
NA;NWMN_2331;glycerate kinase
NA;NWMN_2332;conserved hypothetical protein
NA;NWMN_2333;drug resistance transporter Bcr/CflA subfamily protein
NA;NWMN_2334;conserved hypothetical protein
NA;NWMN_2335;conserved hypothetical protein
NA;NWMN_2336;metallophosphoesterase
NA;NWMN_2337;amino acid permease
NA;NWMN_2338;Na+/H+ antiporter family protein
NA;NWMN_2339;conserved hypothetical protein
NA;NWMN_2340;fmtA-like beta-lactam resistance protein
NA;NWMN_2341;NAD dependent epimerase/dehydratase family protein
apbA;NWMN_2342;2-dehydropantoate 2-reductase
NA;NWMN_2343;integral membrane efflux protein
opuCD;NWMN_2344;glycine betaine/carnitine/choline transport system permease protein
opuCC;NWMN_2345;glycine betaine/carnitine/choline ABC transporter
opuCB;NWMN_2346;amino acid ABC transporter%2C permease protein
opuCA;NWMN_2347;glycine betaine/L-proline transport ATP-binding subunit
NA;NWMN_2348;conserved hypothetical protein
NA;NWMN_2349;conserved hypothetical protein
NA;NWMN_2350;para-nitrobenzyl esterase chain A
NA;NWMN_2351;general substrate transporter involved in chloramphenicol resistance
NA;NWMN_2352;conserved hypothetical protein
NA;NWMN_2353;ABC transporter%2C ATP-binding protein
NA;NWMN_2354;glutamyl-aminopeptidase
stbD;NWMN_2355;prevent-host-death protein
NA;NWMN_2356;conserved hypothetical protein
NA;NWMN_2357;ferredoxin-dependent glutamate synthase
NA;NWMN_2358;conserved hypothetical protein
NA;NWMN_2359;conserved hypothetical protein
opp1F;NWMN_2360;peptide ABC transporter%2C ATP-binding protein
opp1D;NWMN_2361;peptide ABC transporter%2C ATP-binding protein
opp1C;NWMN_2362;oligopeptide transporter putative membrane permease
opp1B;NWMN_2363;oligopeptide transporter putative membrane permease
opp1A;NWMN_2364;oligopeptide permease%2C peptide-binding protein
NA;NWMN_2365;conserved hypothetical protein
NA;NWMN_2366;conserved hypothetical protein
NA;NWMN_2367;conserved hypothetical protein
NA;NWMN_2368;conserved hypothetical protein
NA;NWMN_2369;short chain dehydrogenase
NA;NWMN_2370;conserved hypothetical protein
NA;NWMN_2371;alkylhydroperoxidase AhpD family protein
NA;NWMN_2372;conserved hypothetical protein
NA;NWMN_2373;conserved hypothetical protein
NA;NWMN_2374;conserved hypothetical protein
NA;NWMN_2375;NAD-dependent epimerase/dehydratase
NA;NWMN_2376;conserved hypothetical protein
NA;NWMN_2377;conserved hypothetical protein
NA;NWMN_2378;conserved hypothetical protein
NA;NWMN_2379;conserved hypothetical protein
NA;NWMN_2380;conserved hypothetical protein
NA;NWMN_2381;conserved hypothetical protein
NA;NWMN_2382;conserved hypothetical protein
NA;NWMN_2383;conserved hypothetical protein
NA;NWMN_2384;conserved hypothetical protein
NA;NWMN_2385;conserved hypothetical protein
NA;NWMN_2386;conserved hypothetical protein
NA;NWMN_2387;hydrolase
NA;NWMN_2388;phosphoglucomutase/phosphomannomutase family protein
NA;NWMN_2389;conserved hypothetical protein
NA;NWMN_2390;conserved hypothetical protein
NA;NWMN_2391;conserved hypothetical protein
NA;NWMN_2392;conserved hypothetical protein
sarT;NWMN_2393;staphylococcal accessory regulator T
sarU;NWMN_2394;staphylococcal accessory regulator U
gtaB;NWMN_2395;UTP-glucose-1-phosphate uridyltransferase
NA;NWMN_2396;C-terminal part of fibronectin binding protein B
fnbB;NWMN_2397;fibronectin binding protein B precursor
NA;NWMN_2398;C-terminal part of fibronectin binding protein A
fnbA;NWMN_2399;fibronectin binding protein A precursor
NA;NWMN_2400;conserved hypothetical protein
gntP;NWMN_2401;gluconate permease
gntK;NWMN_2402;gluconate kinase
gntR;NWMN_2403;gluconate operon transcriptional repressor
NA;NWMN_2404;transcriptional regulator MerR family protein
NA;NWMN_2405;conserved hypothetical protein
NA;NWMN_2406;conserved hypothetical protein
NA;NWMN_2407;conserved hypothetical protein
NA;NWMN_2408;conserved hypothetical protein
NA;NWMN_2409;DedA family protein
NA;NWMN_2410;multidrug resistance transporter protein
NA;NWMN_2411;transcriptional regulator MarR family protein
NA;NWMN_2412;ABC transporter%2C ATP-binding protein
NA;NWMN_2413;conserved hypothetical protein
fbp;NWMN_2414;fructose-1%2C6-bisphosphatase
NA;NWMN_2415;conserved hypothetical protein
NA;NWMN_2416;phospholipase/carboxylesterase family protein
NA;NWMN_2417;conserved hypothetical protein
NA;NWMN_2418;MarR family regulatory protein
NA;NWMN_2419;acetyltransferase%2C GNAT family protein
NA;NWMN_2420;bleomycin resistance protein
NA;NWMN_2421;NAD(P)H-flavin oxidoreductase
NA;NWMN_2422;D-isomer specific 2-hydroxyacid dehydrogenase family protein
NA;NWMN_2423;hydrolase
NA;NWMN_2424;ABC transporter%2C ATP-binding protein
NA;NWMN_2425;conserved hypothetical protein
srtA;NWMN_2426;sortase A%2C peptide LPXTG peptidoglycan transferase
NA;NWMN_2427;acetyltransferase%2C GNAT family protein
NA;NWMN_2428;conserved hypothetical protein
sdhA;NWMN_2429;L-serine dehydratase%2C iron-sulfur-dependent%2C alpha subunit
sdhB;NWMN_2430;L-serine dehydratase%2C iron-sulfur-dependent%2C beta subunit
NA;NWMN_2431;conserved hypothetical protein
NA;NWMN_2432;conserved hypothetical protein
NA;NWMN_2433;conserved hypothetical protein
NA;NWMN_2434;conserved hypothetical protein
NA;NWMN_2435;conserved hypothetical protein
NA;NWMN_2436;conserved hypothetical protein
ptsG;NWMN_2437;PTS system%2C glucose-specific IIABC component
poxB;NWMN_2438;pyruvate oxidase
cidB;NWMN_2439;holin-like protein CidB
cidA;NWMN_2440;holin-like protein CidA
NA;NWMN_2441;transcriptional regulator LysR family protein
NA;NWMN_2442;conserved hypothetical protein
NA;NWMN_2443;secretory antigen SsaA homolog
NA;NWMN_2444;conserved hypothetical protein
mvaA;NWMN_2445;hydroxymethylglutaryl-CoA reductase%2C degradative
mvaS;NWMN_2446;3-hydroxy-3-methylglutaryl coenzyme A synthase
NA;NWMN_2447;methylated-DNA-protein-cysteine methyltransferase
clpC;NWMN_2448;ATP-dependent Clp protease%2C ATP-binding subunit ClpC
NA;NWMN_2449;conserved hypothetical protein
feoB;NWMN_2450;ferrous iron transport protein B
NA;NWMN_2451;MmpL efflux pump
NA;NWMN_2452;conserved hypothetical protein
NA;NWMN_2453;conserved hypothetical protein
NA;NWMN_2454;delta-1-pyrroline-5-carboxylate dehydrogenase
NA;NWMN_2455;galactoside O-acetyltransferase
NA;NWMN_2456;conserved hypothetical protein
NA;NWMN_2457;cation-transporting ATPase E1-E2 family protein
NA;NWMN_2458;heavy metal-binding protein
NA;NWMN_2459;D-isomer specific 2-hydroxyacid dehydrogenase family protein
NA;NWMN_2460;aminotransferase%2C class I
crtN;NWMN_2461;squalene synthase
crtM;NWMN_2462;squalene desaturase
NA;NWMN_2463;glycosyl transferase%2C group 2 family protein
crtI;NWMN_2464;phytoene dehydrogenase
NA;NWMN_2465;conserved hypothetical protein
oatA;NWMN_2466;secretory antigen precursor SsaA homolog
NA;NWMN_2467;O-acetyltransferase OatA
NA;NWMN_2468;acetyltransferase%2C GNAT family protein
NA;NWMN_2469;immunodominant antigen A
NA;NWMN_2470;conserved hypothetical protein
NA;NWMN_2471;TetR family regulatory protein
NA;NWMN_2472;conserved hypothetical protein
NA;NWMN_2473;conserved hypothetical protein
NA;NWMN_2474;glyoxalase family protein
NA;NWMN_2475;conserved hypothetical protein
NA;NWMN_2476;conserved hypothetical protein
NA;NWMN_2477;transcriptional regulator TetR family protein
NA;NWMN_2478;oxidoreductase
NA;NWMN_2479;amidohydrolase family protein
NA;NWMN_2480;hydrolase
NA;NWMN_2481;cobalamin synthesis protein
NA;NWMN_2482;conserved hypothetical protein
NA;NWMN_2483;flavin-containing monooxygenase FMO
NA;NWMN_2484;conserved hypothetical protein
NA;NWMN_2485;conserved hypothetical protein
NA;NWMN_2486;conserved hypothetical protein
NA;NWMN_2487;fructosamine kinase family protein
pyrD;NWMN_2488;dihydroorotate dehydrogenase
NA;NWMN_2489;conserved hypothetical protein
NA;NWMN_2490;conserved hypothetical protein
NA;NWMN_2491;conserved hypothetical protein
NA;NWMN_2492;transcriptional regulator TetR family protein
NA;NWMN_2493;hydrolase CocE/NonD family protein
panD;NWMN_2494;aspartate 1-decarboxylase precursor
panC;NWMN_2495;pantoate-beta-alanine ligase
panB;NWMN_2496;3-methyl-2-oxobutanoate hydroxymethyltransferase
panE;NWMN_2497;2-dehydropantoate 2-reductase
aldB;NWMN_2498;alpha-acetolactate decarboxylase
ldh;NWMN_2499;L-lactate dehydrogenase 2
NA;NWMN_2500;amino acid permease family protein
NA;NWMN_2501;4-aminobutyrate aminotransferase
NA;NWMN_2502;conserved hypothetical protein
NA;NWMN_2503;fructose-bisphosphate aldolase class-I
NA;NWMN_2504;malate:quinone oxidoreductase 2
NA;NWMN_2505;conserved hypothetical protein
NA;NWMN_2506;conserved hypothetical protein
NA;NWMN_2507;conserved hypothetical protein
NA;NWMN_2508;conserved hypothetical protein
NA;NWMN_2509;choline dehydrogenase
NA;NWMN_2510;glycine betaine aldehyde dehydrogenase
NA;NWMN_2511;conserved hypothetical protein
NA;NWMN_2512;metallo-beta-lactamase superfamily protein
NA;NWMN_2513;choline transporter
nrdG;NWMN_2514;anaerobic ribonucleotide reductase%2C small subunit
nrdD;NWMN_2515;anaerobic ribonucleoside-triphosphate reductase
NA;NWMN_2516;conserved hypothetical protein
cysG;NWMN_2517;siroheme synthase
NA;NWMN_2518;sulfite reductase flavoprotein
NA;NWMN_2519;glutathione peroxidase
NA;NWMN_2520;conserved hypothetical protein
NA;NWMN_2521;ABC transporter%2C permease protein
NA;NWMN_2522;ABC transporter%2C ATP-binding protein
NA;NWMN_2523;sensor histidine kinase
NA;NWMN_2524;DNA-binding response regulator
NA;NWMN_2525;hypothetical protein
phoB;NWMN_2526;alkaline phosphatase III precursor
NA;NWMN_2527;conserved hypothetical protein
estA;NWMN_2528;tributyrin esterase
clfB;NWMN_2529;clumping factor B precursor
NA;NWMN_2530;transcriptional regulator Crp/Fnr family protein
arcC;NWMN_2531;carbamate kinase
arcD;NWMN_2532;arginine/ornithine antiporter
arcB;NWMN_2533;ornithine carbamoyltransferase
arcA;NWMN_2534;arginine deiminase
argR;NWMN_2535;arginine repressor
aur;NWMN_2536;zinc metalloproteinase aureolysin
isaB;NWMN_2537;immunodominant antigen B
NA;NWMN_2538;conserved hypothetical protein
NA;NWMN_2539;transcriptional antiterminator BglG family protein
NA;NWMN_2540;PTS system%2C fructose-specific IIABC component
NA;NWMN_2541;mannose-6-phosphate isomerase
NA;NWMN_2542;conserved hypothetical protein
NA;NWMN_2543;N-acetylmuramoyl-L-alanine amidase domain protein
NA;NWMN_2544;isochorismatase family protein
NA;NWMN_2545;conserved hypothetical protein
NA;NWMN_2546;conserved hypothetical protein
NA;NWMN_2547;glycosyl transferase%2C group 1 family protein
NA;NWMN_2548;conserved hypothetical protein
NA;NWMN_2549;accessory secretory protein Asp3
NA;NWMN_2550;accessory secretory protein Asp2
NA;NWMN_2551;accessory secretory protein Asp1
NA;NWMN_2552;conserved hypothetical protein
NA;NWMN_2553;conserved hypothetical protein
NA;NWMN_2554;conserved hypothetical protein
NA;NWMN_2555;conserved hypothetical protein
NA;NWMN_2556;conserved hypothetical protein
NA;NWMN_2557;conserved hypothetical protein
NA;NWMN_2558;conserved hypothetical protein
NA;NWMN_2559;methionine-S-sulfoxide reductase
NA;NWMN_2560;acetyltransferase%2C GNAT family protein
capC;NWMN_2561;capsular polysaccharide biosynthesis protein%2C CapC
capB;NWMN_2562;capsular polysaccharide biosynthesis protein CapB
capA;NWMN_2563;capsular polysaccharide biosynthesis protein CapA
icaR;NWMN_2564;biofilm synthesis ica operon transcriptional regulator
icaA;NWMN_2565;N-glucosaminyltransferase IcaA protein
icaD;NWMN_2566;intercellular adhesion protein IcaD
icaB;NWMN_2567;intercellular adhesion protein IcaB
icaC;NWMN_2568;intercellular adhesion protein IcaC
lip;NWMN_2569;lipase precursor
hisIE;NWMN_2570;histidine biosynthesis bifunctional protein HisIE
hisF;NWMN_2571;imidazole glycerol phosphate synthase subunit hisF
hisA;NWMN_2572;phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
hisH;NWMN_2573;imidazole glycerol phosphate synthase%2C subunit H
hisB;NWMN_2574;imidazole glycerol phosphate dehydratase HisB
hisC;NWMN_2575;histidinol-phosphate aminotransferase
hisD;NWMN_2576;histidinol dehydrogenase HisD
NA;NWMN_2577;ATP phosphoribosyltransferase
NA;NWMN_2578;ATP phosphoribosyltransferase regulatory subunit
NA;NWMN_2579;conserved hypothetical protein
NA;NWMN_2580;conserved hypothetical protein
NA;NWMN_2581;cobalt transport family protein
NA;NWMN_2582;ABC transporter%2C ATP-binding protein
NA;NWMN_2583;conserved hypothetical protein
NA;NWMN_2584;conserved hypothetical protein
NA;NWMN_2585;conserved hypothetical protein
drp35;NWMN_2586;Drp35
NA;NWMN_2587;conserved hypothetical protein
pcp;NWMN_2588;pyrrolidone-carboxylate peptidase
NA;NWMN_2589;conserved hypothetical protein
NA;NWMN_2590;transcriptional regulator PadR-like family protein
NA;NWMN_2591;conserved hypothetical protein
NA;NWMN_2592;2-oxoglutarate/malate translocator
NA;NWMN_2593;RarD protein
NA;NWMN_2594;conserved hypothetical protein
NA;NWMN_2595;high-affinity nickel transporter
NA;NWMN_2596;N-acetyltransferase family protein
NA;NWMN_2597;conserved hypothetical protein
vraD;NWMN_2598;ABC transporter ATP-binding protein%2C involved in vancomycin resistance
vraE;NWMN_2599;ABC transporter permease protein%2C involved in vancomycin resistance
NA;NWMN_2600;conserved hypothetical protein
NA;NWMN_2601;integrase
NA;NWMN_2602;conserved hypothetical protein
NA;NWMN_2603;integrase
NA;NWMN_2604;conserved hypothetical protein
cspB;NWMN_2605;cold shock protein CspB
NA;NWMN_2606;conserved hypothetical protein
NA;NWMN_2607;conserved hypothetical protein
NA;NWMN_2608;conserved hypothetical protein
NA;NWMN_2609;chromosome partioning ParB family protein
gidB;NWMN_2610;glucose inhibited division protein B
gidA;NWMN_2611;glucose-inhibited division protein A
trmE;NWMN_2612;tRNA modification GTPase TrmE
rnpA;NWMN_2613;ribonuclease P protein component
rpmH;NWMN_2614;50S ribosomal protein L34
NA;NWMN_2615;virulence-related phage protein
psma4;NWMN_2616;phenol-soluble modulin alpha 4
psma3;NWMN_2617;phenol-soluble modulin alpha 3
psma2;NWMN_2618;phenol-soluble modulin alpha 2
psma1;NWMN_2619;phenol-soluble modulin alpha 1
psmb2;NWMN_2620;phenol-soluble modulin beta 2
NA;NWMN_2622;conserved hypothetical protein
NA;NWMN_2623;conserved hypothetical protein
hld;NWMN_2624;delta-hemolysin
RNAIII;RNAIII;RNAIII
